Company,Role,Job_Code,JD_Link,Raw_JD_Text_File,Raw_JD_Text_Snippet,CPI_Cutoff,CTC_BTech,Gross_Salary_BTech
N/A,N/A,9525,https://campus.placements.iitb.ac.in/applicant/job/9525,fetched_jds\NA_NA_9525.txt,"Job Details
You will
work on multiple domains like multichannel supply chain to complex retail
systems in the point of sale, finance, logistics and transportation domains .
You'll
create game-changing solutions / applications using cutting-edge technology and
streamline process through innovation.
We're
constantly reinventing how we save
people’s money in our retail stores, online and through their mobile devices, and we
do it in an unexpected ways. Whether
you're
analyzing data, simplifying the",N/A,N/A,N/A
N/A,N/A,10209,https://campus.placements.iitb.ac.in/applicant/job/10209,fetched_jds\NA_NA_10209.txt,"Job Details
Job Description: We are seeking a dynamic and experienced individual to join our team
as a Senior Manager for Strategy & Innovation in the field for ICICI Lombard General
Insurance. In this role, you will be at the forefront of driving technological advancements
and innovation within the insurance industry. As a Senior Manager, you will play a
pivotal role in shaping and executing our strategic initiatives, with a focus on leveraging
cutting-edge technologies to develop insure-tech s",N/A,N/A,N/A
N/A,N/A,9145,https://campus.placements.iitb.ac.in/applicant/job/9145,fetched_jds\NA_NA_9145.txt,"Job Details
·
Collect, clean,
  and pre-process data from various sources to ensure data quality and
  integrity.
·
Perform
  exploratory data analysis to uncover trends, patterns, and insights.
·
Develop and
  implement statistical models and algorithms to solve business problems.
·
Create data visualizations
  and dashboards to communicate findings to stakeholders.
·
Collaborate with
  cross-functional teams to understand business requirements and provide
  data-driven solutions.
·
Assist in t",N/A,N/A,N/A
N/A,N/A,9714,https://campus.placements.iitb.ac.in/applicant/job/9714,fetched_jds\NA_NA_9714.txt,"Job Details
Role & Responsibilities
Data mining using sophisticated methods
Development of predictive models combined with new technologies such as Machine
Learning, AI, IoT to estimate cost of insurance
Use of statistical models for claims reserving and pricing of insurance portfolios
Develop the desired algorithms using SAS, R, Python or any other statistical instrument
Preparation of reports for statutory submissions
Communicate the findings to management and stakeholders
Skills Required
Expe",N/A,N/A,N/A
N/A,N/A,10335,https://campus.placements.iitb.ac.in/applicant/job/10335,fetched_jds\NA_NA_10335.txt,"Job Details
Power Electronics
Job
Description
If you desire to be part of something special, to be part
of a winning team, to be part of a fun team - winning is fun.
In Eaton, making our work exciting, engaging, meaningful;
ensuring safety, health, wellness; and being a model of inclusion &
diversity are already embedded in who we are - it’s in our values, part of our
vision, and our clearly defined aspirational goals.
Most recently, we have established the Eaton India
Innovation Center (EIIC) i",N/A,N/A,N/A
N/A,N/A,10336,https://campus.placements.iitb.ac.in/applicant/job/10336,fetched_jds\NA_NA_10336.txt,"Job Details
Reliability - Electrical
Eaton is a power management company with 2019 sales of $21.4 billion. Its energy-efficient solutions help customers effectively manage electrical, hydraulic and mechanical power more reliably, safely and sustainably. The company is dedicated to improving the quality of life and the environment through the use of power management technologies and services. Eaton employs 100,000 people worldwide and sells products to customers in more than 175 countries. For mo",N/A,N/A,N/A
N/A,N/A,9211,https://campus.placements.iitb.ac.in/applicant/job/9211,fetched_jds\NA_NA_9211.txt,"Job Details
1. Job Summary
Murata's Power Module business is growing with latest technology applications (ex. AI Server, PV Inverter, Mobility, Note PC, Telecom).
Our competitive advantages are wide range of product portofolio & in-depth technology and production expertise from frontend to PoL.
Our mission is continuously develop innovative power module technologies and product/solutions to support higher power and small form factor customer needs with optimized product functions/specifications,",N/A,N/A,N/A
N/A,N/A,9127,https://campus.placements.iitb.ac.in/applicant/job/9127,fetched_jds\NA_NA_9127.txt,"Job Details
1. Job Summary
Murata is No.1 RFFE module supplier with competitive advantages in integrated RF solutions, system engineering, process technology, application engineering and package technology etc.
This job is responsible for IC design & software development leveraging Digital Envelope Tracking Technology to improve transmission efficiency & reduce power consumption for 5G & next generation communications.
Your team will collaborate and work closely with global Murata engineering te",N/A,N/A,N/A
N/A,N/A,9212,https://campus.placements.iitb.ac.in/applicant/job/9212,fetched_jds\NA_NA_9212.txt,"Job Details
1. Job Summary
Murata's Power Module business is growing with latest technology applications (ex. AI Server, PV Inverter, Mobility, Note PC, Telecom).
Our competitive advantages are wide range of product portofolio & in-depth technology and production expertise from frontend to PoL.
Our mission is continuously develop innovative power module technologies and product/solutions to support higher power and small form factor customer needs with optimized product functions/specifications,",N/A,N/A,N/A
N/A,N/A,8880,https://campus.placements.iitb.ac.in/applicant/job/8880,fetched_jds\NA_NA_8880.txt,"Job Details
⮚ To be involved in the execution of trades in commodities and fixed income in International Markets.
⮚ Utilize strong risk management skills to maximize returns for the firm.
⮚ Develop strong understanding of market structure for various Asset classes.
⮚ Identify, Research and Develop new strategies, algorithms, and ideas for the benefit of the firm.
⮚ Analyze and assimilate date, events, market information etc. to determine market sentiments
⮚ Use technical and fundamental analysis",N/A,N/A,N/A
N/A,N/A,10227,https://campus.placements.iitb.ac.in/applicant/job/10227,fetched_jds\NA_NA_10227.txt,"Job Details
Detailed job description: The candidate will be required to work in the R&T laboratory of Reliance New Energy – Battery division. His brief job responsibilities are given below
1. Will need to make various design basis of new projects
2. Will need to do 3D electrochemical calculation/simulation of battery materials
3. Will need to do simulation of battery cell property using software like phyton, Ansys, GT Auto lion.
4. Will need to do basic design of chemical reactors, sintering fur",N/A,N/A,N/A
N/A,N/A,10226,https://campus.placements.iitb.ac.in/applicant/job/10226,fetched_jds\NA_NA_10226.txt,"Job Details
Will need to make various design basis of new projects
2. Will need to do thermal modelling of battery cell
3. Will need to do simulation of battery cell property using software like phyton, Ansys, GT Auto lion.
4. Will need to generate understanding of all the cell child parts and their quality control processes.
5. Will need to plan a localization plan for cell child parts with supply chain team
6. Will need to understand the execution of manufacturing execution system in the cell ",N/A,N/A,N/A
N/A,N/A,10222,https://campus.placements.iitb.ac.in/applicant/job/10222,fetched_jds\NA_NA_10222.txt,"Job Details
Should have good engineering, analytical skills, and hands on experience in ERP systems.
• The ability to take decisions and initiate change Autonomy and self-development Diverse, multicultural teams
• Skilled with latest software, Good vendor relationship and innovative skills on cost cutting and ease of execution ideas
• Good knowledge and exposure to tendering and costing in the past both on Grid connected and off-grid projects
Place of posting
Accomodation details
Mumbai/Jamnagar",N/A,N/A,N/A
N/A,N/A,10221,https://campus.placements.iitb.ac.in/applicant/job/10221,fetched_jds\NA_NA_10221.txt,"Job Details
Job Description
• Preparation of Site Geotech investigation program including work specification and BOQ of work, able to audit/ review of soil/rock sampling at site, laboratory testing and finalising Geotech investigation report submitted by the Geotech investigating agency.
• Analyse Geotech data and interpret results for geotechnical design
• Design and analyse foundation, retaining structure and other geotechnical systems
• Design & Analyse of Dynamic foundations (both shallow & ",N/A,N/A,N/A
N/A,N/A,10219,https://campus.placements.iitb.ac.in/applicant/job/10219,fetched_jds\NA_NA_10219.txt,"Job Details
Manufacturing Execution System (MES) Development Lead for Cell & Module Manufacturing, shall be responsible for designing, developing, and deploying MES solutions to optimize & streamline manufacturing processes. This role shall play a vital part in enhancing production efficiency, data integration, and real-time monitoring within the cell & module manufacturing environment. Previous experience in developing MES for discrete manufacturing, particularly in industries like solar, or se",N/A,N/A,N/A
N/A,N/A,10217,https://campus.placements.iitb.ac.in/applicant/job/10217,fetched_jds\NA_NA_10217.txt,"Job Details
Working on basic & detailed engineering design complied with project requirements
• Review / preparation of engineering deliverables like instrument datasheets, databases and drawings.
• Basic concept of Sizing and selection of instruments
• Input to package owners for preparing specification for different packages.
• Review of other discipline inputs like P&ID, Packages documents etc.
• Preparation of material & purchase requisitions
• Interdisciplinary checks and co-ordination.
• R",N/A,N/A,N/A
N/A,N/A,9438,https://campus.placements.iitb.ac.in/applicant/job/9438,fetched_jds\NA_NA_9438.txt,"Job Details
We are looking for a dynamic and innovative Creative Technologist to join our team. As a Creative Technologist at Leo Burnett, you will be required to be a dynamic problem solver with a passion for both design and technical skills. Bring a fresh and unique perspective to the table, constantly innovating and generating ideas that are outside the norm. You would need to have a knack for building brands and inspiring action through thoughtful design, vibrant storytelling, and delightful",N/A,N/A,N/A
N/A,N/A,9896,https://campus.placements.iitb.ac.in/applicant/job/9896,fetched_jds\NA_NA_9896.txt,"Job Details
Proposition
JOIN
  US IN POWERING CHANGE
We
  are looking for graduates who share our purpose to power progress and our
  culture of inclusion, collaboration, and care. We’ll give you the support you
  need to forge your own path, and you’ll have real responsibilities and
  meaningful decision support modelling projects to work on right from the
  start.
Where
  you fit in
WHERE
  YOU FIT IN
You
  will be part of the Decision Science team within the Projects &
  Technology function. ",N/A,N/A,N/A
N/A,N/A,9515,https://campus.placements.iitb.ac.in/applicant/job/9515,fetched_jds\NA_NA_9515.txt,"Job Details
What’s the role?
The position of Researcher Fluid
Flow is an exciting opportunity within Shell’s Technology department solving
the most challenging fluid flow projects for our Renewables and Energy
Solutions, Integrated Gas, Downstream, and Upstream businesses. The work will
involve a mix of R&D projects that enable Shell’s conventional Business, enhance
Shell’s position in the energy transition, as well as technical service
projects that support Shell’s assets and developments. We a",N/A,N/A,N/A
N/A,N/A,9513,https://campus.placements.iitb.ac.in/applicant/job/9513,fetched_jds\NA_NA_9513.txt,"Job Details
Job
  Title
Electrical
  Engineer
Proposition
JOIN
  US IN POWERING CHANGE
We
  are looking for graduates who share our purpose to power progress and our
  culture of inclusion, collaboration, and care. We’ll give you the support you
  need to forge your own path, and you’ll have real responsibilities and
  meaningful projects to work on right from the start.
Where
  you fit in
WHERE
  YOU FIT IN
The ideal candidate should be able to perform highly
  differentiated technical work in ",N/A,N/A,N/A
N/A,N/A,9512,https://campus.placements.iitb.ac.in/applicant/job/9512,fetched_jds\NA_NA_9512.txt,"Job Details
Job
  Title
Mechanical
  Static Engineer
Proposition
JOIN
  US IN POWERING CHANGE
We
  are looking for graduates who share our purpose to power progress and our
  culture of inclusion, collaboration, and care. We’ll give you the support you
  need to forge your own path, and you’ll have real responsibilities and
  meaningful projects to work on right from the start.
Where
  you fit in
WHERE
  YOU FIT IN
The ideal candidate should be able to perform highly
  differentiated technical w",N/A,N/A,N/A
N/A,N/A,9489,https://campus.placements.iitb.ac.in/applicant/job/9489,fetched_jds\NA_NA_9489.txt,"Job Details
Where you fit in
The LNG Operations Support team is accountable for providing remote technical support (e.g., troubleshooting, start-up and shutdown advise) and technical services (e.g., plant performance matching, de-bottlenecking studies, brownfield projects, decarbonization studies) to the LNG assets in the East region. and the team works hand in hand with the discipline engineers to provide integrated services. Integration across disciplines and stakeholder management are crucial",N/A,N/A,N/A
N/A,N/A,8924,https://campus.placements.iitb.ac.in/applicant/job/8924,fetched_jds\NA_NA_8924.txt,"Job Details
BCG offers an experience that spans across many industries, clients, and business issues with learning coming in all shapes and sizes, from intensive orientation programs to ongoing training and on-the-job apprenticeship. Most new entrants who join BCG India immediately after their Graduation start as Associates. They are a core part of the BCG consulting team.
As an associate, they’ll work on a case team with talented, supportive BCGers who will help them learn and encourage them to",N/A,N/A,N/A
N/A,N/A,9563,https://campus.placements.iitb.ac.in/applicant/job/9563,fetched_jds\NA_NA_9563.txt,"Job Details
Job Details:
We are looking for an Environmental Engineer who is a creative problem solver and has a strong affinity for environmental conservation.
The environment Engineer will be responsible for establishing an R&D Facility(Lab, Pilot) under under the guidance of an expert Environmental Consultant and later, designing/developing technologies for Converting industrial process waste into commercially useful By-Products as well as cost-effective treatment and disposal of solid, liqui",N/A,N/A,N/A
N/A,N/A,9562,https://campus.placements.iitb.ac.in/applicant/job/9562,fetched_jds\NA_NA_9562.txt,"Job Details
About the company:
Jay Finechem Private Limited (Formerly known as Jay Chemicals), hereinafter
referred to as JFC, is a supplier of Fine Organic Chemicals and Intermediates
for APIs, Colours, Polymers, Agrochemicals for global leaders like Aurobindo,
BASF, Clariant, Dr. Reddy's, Hetero Drugs, Pidilite, Piramal HealthCare, Sanofi
Aventis, Sudarshan Chemicals Industries, Suven Life Sciences etc. as its key
clients. At JFC, we emphasize on continuous improvement and development, not
onl",N/A,N/A,N/A
N/A,N/A,9577,https://campus.placements.iitb.ac.in/applicant/job/9577,fetched_jds\NA_NA_9577.txt,"Job Details
Purpose of Role
·
Support leading global
  pharmaceutical clients and internal stakeholders by developing forecasts and
  market assessments for varied business cases needs in an onshore/offshore
  setting, as required
·
Conduct risks & opportunity
  assessments for existing and pipeline products (pre-defined product to start
  with- in oncology or other medical space)
·
Stakeholder Management – setting
  clear expectations on quality of deliverables & timelines
Responsibilities:
·
P",N/A,N/A,N/A
N/A,N/A,10122,https://campus.placements.iitb.ac.in/applicant/job/10122,fetched_jds\NA_NA_10122.txt,"Job Details
Job description:
New Initiatives & Strategy team - We're building new businesses within Rapido. Think of us as a
startup inside a startup. We're seeking a highly motivated individual to join our dynamic team.
You'll work on everything from ideation and research to launch and scaling. You'll also build
partnerships, analyse data, and collaborate with cross-functional teams.
We're looking for someone with a strong bias for action, ownership, and the ability to thrive in
uncertainty. Yo",N/A,N/A,N/A
N/A,N/A,8816,https://campus.placements.iitb.ac.in/applicant/job/8816,fetched_jds\NA_NA_8816.txt,"Job Details
As a Graduate Quant Researcher at Da Vinci, you’ll work alongside a fun team of highly skilled traders and engineers. Our Quant Researchers are key to developing and improving algorithmic trading strategies that help us reach our goal of building one of the best proprietary trading firms in the world.
Da Vinci offers an exciting and dynamic work environment, where employees are given the freedom to come up with great ideas and the space to push these to completion. This is a once-in-",N/A,N/A,N/A
N/A,N/A,8812,https://campus.placements.iitb.ac.in/applicant/job/8812,fetched_jds\NA_NA_8812.txt,"Job Details
As a Graduate Quant Researcher at Da Vinci, you’ll work alongside a fun team of highly skilled traders and engineers. Our Quant Researchers are key to developing and improving algorithmic trading strategies that help us reach our goal of building one of the best proprietary trading firms in the world.
Da Vinci offers an exciting and dynamic work environment, where employees are given the freedom to come up with great ideas and the space to push these to completion. This is a once-in-",N/A,N/A,N/A
N/A,N/A,8811,https://campus.placements.iitb.ac.in/applicant/job/8811,fetched_jds\NA_NA_8811.txt,"Job Details
As a Graduate Trader at Da Vinci, you’ll work with a fun team of highly skilled researchers and engineers. Our Traders are key to developing and utilising algorithmic trading strategies that help us reach our goal of building one of the best proprietary trading firms in the world.
Da Vinci offers an exciting and dynamic work environment, where employees are given the freedom to come up with great ideas and the space to push these to completion. This is a once-in-a-lifetime opportunit",N/A,N/A,N/A
N/A,N/A,8813,https://campus.placements.iitb.ac.in/applicant/job/8813,fetched_jds\NA_NA_8813.txt,"Job Details
As a Software Engineer at Da Vinci, you’ll work closely with a team of highly skilled traders and quant researchers. You will have direct, immediate, and large-scale impact on the company, whether you focus on our trading algorithms or the architecture of our technology’s core components.
Da Vinci engineers are hired for their passion and knack for coding and solving technical challenges. They love to think outside the box and see their code in production only hours after the initial",N/A,N/A,N/A
N/A,N/A,8815,https://campus.placements.iitb.ac.in/applicant/job/8815,fetched_jds\NA_NA_8815.txt,"Job Details
As a Graduate Trader at Da Vinci, you’ll work with a fun team of highly skilled researchers and engineers. Our Traders are key to developing and utilising algorithmic trading strategies that help us reach our goal of building one of the best proprietary trading firms in the world.
Da Vinci offers an exciting and dynamic work environment, where employees are given the freedom to come up with great ideas and the space to push these to completion. This is a once-in-a-lifetime opportunit",N/A,N/A,N/A
N/A,N/A,10159,https://campus.placements.iitb.ac.in/applicant/job/10159,fetched_jds\NA_NA_10159.txt,"Job Details
Role Introduction:  Associate Product Managers:
At SaaS Labs drive product strategy and execution, translating customer needs and opportunities into a compelling roadmap and working cross-functionally to deliver impactful solutions for team productivity and collaboration.
Key Responsibilities:
As an Associate Product Manager at SaaS Labs, you’ll work directly with Engineering, Design, Sales, Support, and Marketing to ship great products. You’ll take part in every type of product work",N/A,N/A,N/A
N/A,N/A,10162,https://campus.placements.iitb.ac.in/applicant/job/10162,fetched_jds\NA_NA_10162.txt,"Job Details
As a Product Designer, you will be responsible for contributing to the creation and execution of world-class solutions for our products. You will work closely with the product and engineering teams to define and implement innovative designs that meet business and user requirements.
Responsibilities
Product knowledge: Have working knowledge of the group(s) you are assigned.
Research: Conduct solution validation with guidance from your Product Design Manager and incorporate insights in",N/A,N/A,N/A
N/A,N/A,9160,https://campus.placements.iitb.ac.in/applicant/job/9160,fetched_jds\NA_NA_9160.txt,"Job Details
About the Role:
The Jr. R&D Engineer will join the Innovations team, focusing on one of three core areas—hardware, firmware, or software—depending on expertise and interests. The role involves working alongside experienced engineers and researchers, contributing to groundbreaking projects and continuously expanding knowledge and skills.
Responsibilities:
Research & Development:
Participate in the design, development, and testing of innovative hardware, firmware, or software solutions",N/A,N/A,N/A
N/A,N/A,9158,https://campus.placements.iitb.ac.in/applicant/job/9158,fetched_jds\NA_NA_9158.txt,"Job Details
Responsibilities:
● End to End Application Development
● Design, Development, Testing, and Documentation
● Bug fixes, Scalability testing
● Design to proof of concept prototyping
● Proof of concept to deployment in production
● Quickly learning and understanding any new technology that will be useful in our mission
Requirement
● Knowledge of of Gen AI, Node.js, React.js, Python
● Strong analytical and problem-solving skills.
● Attention to detail
About Dozee (www.dozee.health)
Regard",N/A,N/A,N/A
N/A,N/A,9157,https://campus.placements.iitb.ac.in/applicant/job/9157,fetched_jds\NA_NA_9157.txt,"Job Details
Responsibilities :
To initiate, develop and optimize algorithms to solve healthcare problems
To ensure a constant flow of case studies/publications from acquired health datasets
To extract feedback for product and marketing in order to improve and optimize their functions
To optimize and upgrade existing pipelines and processes
To ensure performance on par with business requirements
To keep the software stack and implementation up to date with the latest advancements in the industry
",N/A,N/A,N/A
N/A,N/A,9176,https://campus.placements.iitb.ac.in/applicant/job/9176,fetched_jds\NA_NA_9176.txt,"Job Details
Responsibilities:
Conduct market research to understand user needs
Define product features and requirements
Creating and managing a product roadmap and timeline
Developing competitive analysis and product positioning strategies
Defining metrics for product’s success
Incorporating customers’ feedback
Excellent communication and interpersonal skills
Ability to make data-driven decisions
Ability to be able logically break down problem statements and perform basic analysis and testing
Re",N/A,N/A,N/A
N/A,N/A,9174,https://campus.placements.iitb.ac.in/applicant/job/9174,fetched_jds\NA_NA_9174.txt,"Job Details
Responsibilities:
Design, develop hardware for Dozee Products (Board design, Component research and specification, Interfacing with other design engineers, Provide inputs during requirement gathering phase)
Prepares documentation such as Hardware requirements, Design documents, Schematic, Layout, Test procedures, Purchased part lists and all related information
Conducts functional and environmental tests of new designs or modified existing designs to evaluate circuit and hardware per",N/A,N/A,N/A
N/A,N/A,9171,https://campus.placements.iitb.ac.in/applicant/job/9171,fetched_jds\NA_NA_9171.txt,"Job Details
Responsibilities
Design, Develop, Test embedded
firmware
for Dozee Products (Connected Medical Devices)
Explore tools and techniques and contribute to efforts that benefit
firmware
design, development, testing and management.
Follow details during all phases of design, development, integration, testing and release
Collaboration with other development and quality assurance teams to ensure high quality delivery
Involvement in improving processes, technologies, methodologies and innovat",N/A,N/A,N/A
N/A,N/A,9268,https://campus.placements.iitb.ac.in/applicant/job/9268,fetched_jds\NA_NA_9268.txt,"Job Details
The firm
ARGA Investment Management is a Financial Services firm that conducts deep research into businesses located across the world. The Firm has offices in Stamford, USA and Chennai. The firm identifies undervalued global securities and invests in them using a distinct and systematic investment process that seeks to generate superior long-term returns for its clients.
The Role
We are looking to recruit Global Research Associates for our office in Chennai. It is critical that you a",N/A,N/A,N/A
N/A,N/A,9102,https://campus.placements.iitb.ac.in/applicant/job/9102,fetched_jds\NA_NA_9102.txt,"Job Details
In this
role, you will be one of the resources in our extended team working out of
Mumbai, with an opportunity to be involved in the entire spectrum of activities
in a VC fund, as well as work on portfolio-specific business development
opportunities. You will • be closely involved with portfolio company activities
on behalf of the Fund, including business development activities, tracking and
monitoring and strategy • be reviewing and preparing business plans, performing
valuation ana",N/A,N/A,N/A
N/A,N/A,9275,https://campus.placements.iitb.ac.in/applicant/job/9275,fetched_jds\NA_NA_9275.txt,"Job Details
Campus Graduates – Job Description
Course:
IIT M. E / M.
Tech
Position Overview:
We are
looking for bright and talented students who will be key contributors for
engineering best products and solutions for our customers. Major Industries to
work with:
Industrial &
Power, Mobility (Rail/ Automotive), Oil & Gas, Renewable Energy.
Eligible Streams: Machine Design, Chemical
Engineering, Instrumentation & Controls Engineering, Petroleum Engineering,
Pipeline Engineering, Mechanical Engine",N/A,N/A,N/A
N/A,N/A,9642,https://campus.placements.iitb.ac.in/applicant/job/9642,fetched_jds\NA_NA_9642.txt,"Job Details
We are looking for
a Software Developer who can deep dive into code using the
knowledge on algorithms and data structures & work with peers to solve
problems and build high quality software. As a Software Developer, on
any given day you might be developing new features for our customers,
refactoring existing code to be more scalable, and seeing changes through to
completion in a live environment.
Responsibilities
·
Develop robust
and scalable software
.
·
Design and create
services a",N/A,N/A,N/A
N/A,N/A,9944,https://campus.placements.iitb.ac.in/applicant/job/9944,fetched_jds\NA_NA_9944.txt,"Job Details
About this role:
Wells Fargo is seeking a Product
Designer...
In this role, you will:
·
Participate in developing and executing customer experience
solutions for online applications and websites
·
Develop and execute customer experience solutions by employing a
broad array of user centered design tools including: customer experience brief,
site strategy, wireframes or visual mockups, site layouts, site maps,
taxonomies, navigation schematics, task flows, design briefs, key screens,
t",N/A,N/A,N/A
N/A,N/A,9580,https://campus.placements.iitb.ac.in/applicant/job/9580,fetched_jds\NA_NA_9580.txt,"Job Details
About Wells Fargo
Wells Fargo
& Company (NYSE: WFC) is a diversified, community-based financial services
company with $2.0 trillion in assets. Founded in 1852 and headquartered in San
Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and
consumer and commercial finance through more than 8,500 locations, 13,000 ATMs,
the internet (wellsfargo.com) and mobile banking, and has offices in 42
countries and territories to support customers who conduct business in th",N/A,N/A,N/A
N/A,N/A,9559,https://campus.placements.iitb.ac.in/applicant/job/9559,fetched_jds\NA_NA_9559.txt,"Job Details
Sprinklr is the unified platform for all customer-facing functions. We call it unified customer experience management (Unified-CXM). We help companies deliver human experiences to every customer,
every
time, across any modern channel,
at
a once impossible
scale. Headquartered in New York City with over 2,400 employees globally, Sprinklr works with more than 1,000 of the world’s most valuable enterprises — global brands like Microsoft, P&G, Samsung and more than 50% of the Fortune 100",N/A,N/A,N/A
N/A,N/A,9775,https://campus.placements.iitb.ac.in/applicant/job/9775,fetched_jds\NA_NA_9775.txt,"Job Details
We are a startup developing a disruptive innovation in Microarchitecture/Logic verification which is expected to substantially impact chip design schedules/cost across the industry. For those who relish being creative and are looking for an opportunity to contribute towards changing the industry standard verification methodologies, we offer a very positive environment to work with a talented, technically very strong and creative team. Being a startup, strong result orientation is the",N/A,N/A,N/A
N/A,N/A,9418,https://campus.placements.iitb.ac.in/applicant/job/9418,fetched_jds\NA_NA_9418.txt,"Job Details
Place of posting
Accomodation details
India
None
Bond applicable
No",N/A,N/A,N/A
N/A,N/A,9970,https://campus.placements.iitb.ac.in/applicant/job/9970,fetched_jds\NA_NA_9970.txt,"Job Details
Job
Description for MSc Maths / Statistics / applied stats / data scs Students
Designation:
Associate Consultant  (Will be groomed to
be a Data Scitentst/AI/ML)
CTC : 12,00,000
Location : Chennai/Hyderabad
Mandatory
Skills
·
Post Graduation in Mathematics /
Statistics
·
Ability to analyze a given problem
and produce mathematical model
·
Fine tuning of existing mathematical
model
·
Define requirements for problem
given
·
Design solution for a problem using
mathematical model
·
Keeping",N/A,N/A,N/A
N/A,N/A,9122,https://campus.placements.iitb.ac.in/applicant/job/9122,fetched_jds\NA_NA_9122.txt,"Job Details
MMC is seeking candidates for the following
positions based in the Mumbai / Pune office:
Senior Engineer
Position:
Software Developer
Location:
Mumbai, Pune
Job
Summary:
As a
Software Developer, you will play a crucial role in the development and support
of the company's business solutions. You will work within a defined Software
Development Lifecycle, collaborating with a team of developers and other
stakeholders to deliver high-quality software solutions. In addition, you will
have",N/A,N/A,N/A
N/A,N/A,9915,https://campus.placements.iitb.ac.in/applicant/job/9915,fetched_jds\NA_NA_9915.txt,"Job Details
As a Product Manager, you will work with new product introduction or Sustaining Operations teams on product readiness, launch & revamp, or sustaining operations. A successful Product Manager excels in program/project management; communicates with ease at all levels; is adept at facilitating actions and resolving conflicts; manages through relationships and influence; and brings calm and control to even the highest-intensity projects.
Key role of Product Manager at Skiify is to manage",N/A,N/A,N/A
N/A,N/A,9210,https://campus.placements.iitb.ac.in/applicant/job/9210,fetched_jds\NA_NA_9210.txt,"Job Details
We are
looking for individuals who want to make a career in Data Science & New Age
Technology. If you are passionate about Analytics and want to make an impact by
challenging yourself, this is what the role entails:
·
Product
Management and development:
Product Development/Engineering & software development for life sciences
Industry
·
Data
processing and analysis:
Retrieve, transform, classify, or manipulate data information
·
Insight
generation:
Analyse data
problems and situations",N/A,N/A,N/A
N/A,N/A,9108,https://campus.placements.iitb.ac.in/applicant/job/9108,fetched_jds\NA_NA_9108.txt,"Job Details
Role
  Purpose : To conduct research under limited supervision either as a
  member of a team or where appropriate, independently.
Area of
  Responsibility
Indicative
  Activities
Creation
  of R&I related assets
Development
  of research prototypes, tools or products as applicable, as well as applying
  for patents and communicating research publications, either individually or
  as part of a larger team.
Research
  Execution
1.
  Participating in applied research work, and communic",N/A,N/A,N/A
N/A,N/A,10133,https://campus.placements.iitb.ac.in/applicant/job/10133,fetched_jds\NA_NA_10133.txt,"Job Details
Place of posting
Accomodation details
Pan India
None
Bond applicable
No",N/A,N/A,N/A
N/A,N/A,8862,https://campus.placements.iitb.ac.in/applicant/job/8862,fetched_jds\NA_NA_8862.txt,"Job Details
• Undertake and execute specific research projects leading to development of new
technologies / products and their commercialization.
• Carry out experiments and operate the state-of-the-art lab equipment and pilot plants, as per
safety practices and protocols.
• Maintain the lab equipment, facilities and ensure reliability through health monitoring and
periodic maintenance, calibration.
• Procurement, installation and commissioning of new equipment / lab facilities as per
requiremen",N/A,N/A,N/A
N/A,N/A,8861,https://campus.placements.iitb.ac.in/applicant/job/8861,fetched_jds\NA_NA_8861.txt,"Job Details
Place of posting
Accomodation details
Pan India
None
Bond applicable
No",N/A,N/A,N/A
N/A,N/A,9373,https://campus.placements.iitb.ac.in/applicant/job/9373,fetched_jds\NA_NA_9373.txt,"Job Details
About the Role
At KnowDis, you will move the world forward. Every day, we create innovative machine-learning solutions to help our clients across e-commerce, healthcare, and finance domains to solve their problems.
We are a
group of highly curious professionals dedicated to discovering and implementing new deep learning models
. We work at the intersection of
machine learning
,
statistical analysis
,
deep learning
,
natural language processing
, and c
omputer vision
.
We bring out th",N/A,N/A,N/A
N/A,N/A,9136,https://campus.placements.iitb.ac.in/applicant/job/9136,fetched_jds\NA_NA_9136.txt,"Job Details
Company overview:
As the equity execution services arm of the Kotak Securities, Kotak Institutional Equities provides independent, agency-only brokerage services to institutional clients throughout the world. Through its advanced suite of electronic trading algorithms, experienced high-touch trading group and unparalleled access research, helps institutions lower overall trading costs and ultimately improve investment performance.
Job Description:
As part of the Innovation team you w",N/A,N/A,N/A
N/A,N/A,9107,https://campus.placements.iitb.ac.in/applicant/job/9107,fetched_jds\NA_NA_9107.txt,"Job Details
Hiring for Software Engineering
#HIRING ALERT
#SOFTWARE ENGINEER
We, at TruckX, are looking for a high calibre Software Engineer who want to join an ambitious team whose goal is to expand the reach and growth
TruckX is one of the most exciting Bay Area startups, in the Trucking and Logistics industry. Using a combination of software and hardware, we’re transforming an industry that has seen little innovation for decades; and we already support more than 50,000 customers.
This is just",N/A,N/A,N/A
N/A,N/A,10304,https://campus.placements.iitb.ac.in/applicant/job/10304,fetched_jds\NA_NA_10304.txt,"Job Details
About LOHUM:
LOHUM is a six-year-old startup that is now India's largest
producer of critical minerals like Lithium and Cobalt. The company is also the
largest recycler of lithium-ion batteries in the country and one of the largest
in the world. Almost 80% of all the smartphone and EV batteries discarded in
India last year were recycled by LOHUM. [Source: Central Pollution Control
Board]
We have a horizontal portfolio of minerals that span
multiple industries, including -
Batteries (",N/A,N/A,N/A
