Job_Code
9936
9946
9218
10106
9729
9728
9134
9368
9035
9428
9038
9018
9027
9020
9022
9024
9025
9026
9034
9036
9037
9039
8942
9061
9380
9388
9389
9390
9411
9412
9420
9425
9426
9456
9711
9569
9567
9568
10075
9496
9277
8997
9369
9695
9371
9370
9479
9220
9208
9207
9206
9797
9937
9939
9482
9731
9732
9653
10086
10085
10084
10083
10082
10081
10080
10079
10078
10071
10059
10382
10297
10294
10293
8961
8962
10250
9473
8965
9888
9491
9525
10209
9145
9714
10335
10336
9211
9127
9212
8880
10227
10226
10222
10221
10219
10217
9438
9896
9515
9513
9512
9489
8924
9563
9562
9577
10122
8816
8812
8811
8813
8815
10159
10162
9160
9158
9157
9176
9174
9171
9268
9102
9275
9642
9944
9580
9559
9775
9418
9970
9122
9915
9210
9108
10133
8862
8861
9373
9136
9107
10304
9397
9699
9485
9486
9700
9487
9698
9488
10100
9619
9213
10029
9455
9104
9752
9980
9153
9155
9152
9151
9150
9149
10036
9641
9374
9776
9130
9131
8936
8935
8932
10002
10143
10142
9918
9119
9121
9901
9490
8938
8939
10289
9897
10047
9457
9542
9543
9180
9178
9179
9177
8944
8945
8946
8947
8948
8949
8950
9000
9003
9006
9050
9054
9156
9161
9183
9053
9055
9835
9836
9837
8982
9926
9927
9929
9928
9639
9638
9230
9092
9410
9900
9602
9603
9604
10030
9267
9911
9909
9910
10249
10273
10240
9640
9253
10330
10331
9112
9117
9118
9682
9976
9175
9791
9270
9271
9594
10134
9734
9733
9692
10033
10314
9244
9950
9943
9898
9059
9925
9687
9219
9376
9058
9852
9867
9816
9201
9665
9792
9793
9841
9741
10327
10001
9214
9088
9807
9076
9075
9074
9073
10311
9942
10118
9096
8978
8977
8975
9955
9818
9770
9111
9126
9678
9981
9982
10279
10280
10281
10282
10177
10186
8993
9592
9590
9591
9586
9585
9582
9008
10375
9702
9056
9993
9988
9989
9990
9460
9461
9462
9463
9465
9466
9467
9468
9469
9471
10389
10390
10379
10380
8790
9833
9527
9167
9168
9264
9265
9072
9071
10127
10043
10042
10040
10039
9742
9876
9875
9023
9877
10363
10361
10038
9202
9949
9497
10278
10268
10091
10011
9593
9596
9595
9042
9552
9553
10027
9234
9235
9236
9239
9238
9237
10116
10115
8941
10046
9040
9605
9861
9521
8929
8976
9647
10145
9996
9997
9693
9684
9685
9691
9760
9761
9780
9781
9782
9783
9784
9069
9932
9899
10008
10019
10021
9464
8796
9560
9574
9614
9814
9887
9774
9172
9892
10105
9953
9956
9246
9759
9769
9772
8960
9987
9021
9879
9880
9878
9617
9070
10296
8979
8998
8985
9085
9245
9066
10006
10004
9484
9481
10077
9798
9623
9019
9045
9827
9828
9830
9044
9043
9041
9191
10114
10074
10073
10072
9399
9400
9401
9402
9403
9404
9204
9133
10052
9408
9478
9840
8895
9139
9386
9857
9858
9902
9916
9964
9966
9967
9968
9249
9248
9263
9885
9806
9146
9147
9148
9398
9259
9256
9391
9170
9372
9123
9124
9514
9432
9433
9379
9523
9894
9890
9868
9869
9870
9812
9415
9261
9260
9262
10135
10137
9532
9278
9526
9848
9566
9884
9435
9436
9437
9668
9667
9666
9387
9703
10332
10117
9474
9476
9655
9475
9838
9493
9166
9164
9163
9165
9162
9115
9113
10045
9862
9502
9674
9637
9704
9615
9622
9628
9652
10276
9796
9832
9933
9983
9984
9985
10090
9722
9846
9708
9712
10253
10259
10260
9715
9749
9883
8923
9743
9860
10007
9804
9903
10267
9809
10215
10216
10214
10213
9863
9920
10263
10264
9881
9906
9907
9908
9923
8984
9009
9010
9062
9063
10284
9948
9922
9921
9931
10290
10016
10211
10358
10310
10309
10308
10307
10012
10013
10014
10015
10305
10088
10054
10032
10355
10034
10035
10124
10126
10110
10104
10299
10136
10274
10093
10107
10108
10109
10312
10328
10329
10202
10204
10119
10121
10125
10141
10140
10139
10138
10146
10149
10208
10151
10201
10207
10295
10288
10315
10352
10353
10356
10373
10365
10369
10381
9060
9817
10238
10237
10236
10235
10234
10231
10230
10229
10228
10225
10224
10223
10041
9492
9494
9280
9534
9958
9960
9959
9961
8994
8992
9882
8991
9721
9720
9719
9718
9717
9716
8995
8989
8988
8971
8970
8969
8968
8967
9986
10132
9132
9089
9951
9886
9225
9226
9227
9367
9272
10144
9423
9856
9767
9766
9765
9764
9763
9762
9101
9522
8937
9392
9393
10010
9565
9572
10018
9758
10271
10270
10269
9745
10360
9738
9737
9746
9431
9443
9430
9429
9169
9663
10176
9091
9090
10028
10175
10210
9095
9620
9740
9182


